y,x,x1,x2,x3,x4,x5,x6,x7,x8
7.9,32522352,60000000,152,149,822,15000,Cameron Crowe,Adventure|Comedy|Drama|Music,Almost Famous 
4.3,26082914,87000000,101,77,213,0,Lee Tamahori,Action|Adventure|Crime|Thriller,xXx: State of the Union 
5.7,29136626,60000000,87,225,233,20000,Scott Stewart,Action|Fantasy|Horror|Sci-Fi|Thriller,Priest 
6.7,26288320,60000000,85,98,91,880,Patrick Gilmore,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance,Sinbad: Legend of the Seven Seas 
6.7,26616590,60000000,130,172,857,10000,Paul W.S. Anderson,Horror|Sci-Fi|Thriller,Event Horizon 
8.1,623279547,220000000,173,703,1722,123000,Joss Whedon,Action|Adventure|Sci-Fi,The Avengers 
6.1,30063805,60000000,104,117,243,0,Tom Shadyac,Drama|Fantasy|Mystery|Romance|Thriller,Dragonfly 
5.6,22518325,50000000,121,240,644,0,Brian De Palma,Crime|Drama|Mystery|Thriller,The Black Dahlia 
6.6,13082288,60000000,140,123,247,2000,Tony Bill,Action|Adventure|Drama|History|Romance|War,Flyboys 
6.9,18208078,60000000,131,110,281,0,Rod Lurie,Action|Drama|Thriller,The Last Castle 
4.8,14218868,65000000,91,100,282,589,Walter Hill,Horror|Sci-Fi|Thriller,Supernova 
6.2,22451,60000000,118,189,126,17000,Akiva Goldsman,Drama|Fantasy|Mystery|Romance,Winter's Tale 
6.0,31165421,60000000,130,212,457,44000,Harald Zwart,Fantasy|Horror|Mystery|Romance,The Mortal Instruments: City of Bones 
4.9,11802056,60000000,90,127,109,791,Brian Robbins,Adventure|Comedy|Family|Romance|Sci-Fi,Meet Dave 
5.6,25472967,30000000,103,196,411,0,Walter Salles,Drama|Horror|Thriller,Dark Water 
6.1,22362500,55000000,122,115,195,641,Ron Howard,Comedy|Drama,Edtv 
6.1,17281832,60000000,106,161,110,0,Iain Softley,Adventure|Family|Fantasy,Inkheart 
4.8,19781879,60000000,103,223,290,2000,Frank Miller,Action|Crime|Fantasy|Thriller,The Spirit 
5.5,7605668,60000000,107,181,188,12000,David Koepp,Action|Comedy|Mystery|Romance,Mortdecai 
3.8,4535117,60000000,156,140,368,0,Uwe Boll,Action|Adventure|Fantasy|Thriller,In the Name of the King: A Dungeon Siege Tale 
6.5,4426297,35000000,127,54,156,0,Martin Campbell,Adventure|Drama|Romance|War,Beyond Borders 
6.7,10166502,80000000,132,81,183,0,John Dahl,Action|Drama|War,The Great Raid 
8.1,363024263,58000000,108,579,1058,117000,Tim Miller,Action|Adventure|Comedy|Romance|Sci-Fi,Deadpool 
4.9,12065985,60000000,114,56,88,296,Stephen Herek,Comedy|Drama,Holy Man 
7.3,350123553,58800000,133,490,916,112000,Clint Eastwood,Action|Biography|Drama|History|Thriller|War,American Sniper 
6.4,80021740,58000000,103,218,154,35000,Rob Letterman,Adventure|Comedy|Family|Fantasy|Horror,Goosebumps 
6.7,48291624,58000000,95,142,263,0,Mark Waters,Comedy|Fantasy|Romance,Just Like Heaven 
3.6,35231365,60000000,90,57,85,500,Brian Levant,Comedy|Family|Romance|Sci-Fi,The Flintstones in Viva Rock Vegas 
5.7,53715611,63000000,87,84,171,2000,Peter MacDonald,Action|Adventure|Thriller|War,Rambo III 
6.0,31199215,58000000,114,186,120,472,George Clooney,Comedy|Drama|Romance|Sport,Leatherheads 
4.7,29580087,58000000,103,133,121,0,Marc Lawrence,Comedy|Drama|Romance,Did You Hear About the Morgans? 
6.3,44665963,58000000,125,246,281,22000,Shawn Levy,Comedy,The Internship 
5.9,60128566,60000000,97,253,410,19000,Paul W.S. Anderson,Action|Adventure|Horror|Sci-Fi,Resident Evil: Afterlife 
5.9,49875589,58000000,125,144,273,0,Anthony Hemingway,Action|Adventure|Drama|History|War,Red Tails 
7.5,60984028,57000000,136,117,431,11000,Taylor Hackford,Drama|Mystery|Thriller,The Devil's Advocate 
5.6,36931089,70000000,116,157,198,12000,Sean Anders,Comedy,That's My Boy 
6.4,51317350,57000000,103,60,139,0,Rob Cohen,Action|Adventure|Fantasy,DragonHeart 
6.3,28328132,58000000,97,117,147,782,Brett Ratner,Action|Comedy|Crime|Drama,After the Sunset 
4.3,51774002,57000000,96,287,331,18000,Mark Neveldine,Action|Fantasy|Thriller,Ghost Rider: Spirit of Vengeance 
5.9,25528495,57000000,131,96,220,0,John Madden,Drama|Music|Romance|War,Captain Corelli's Mandolin 
5.5,113006880,56000000,95,125,225,0,Adam Shankman,Action|Comedy|Drama|Family|Thriller,The Pacifier 
6.2,45860039,56000000,86,117,221,0,Kevin Bray,Action|Crime,Walking Tall 
8.8,329691196,55000000,142,149,1398,59000,Robert Zemeckis,Comedy|Drama,Forrest Gump 
5.2,217326336,60000000,92,131,146,0,Tim Hill,Animation|Comedy|Family|Fantasy|Music,Alvin and the Chipmunks 
7.0,166225040,55000000,108,150,507,0,Jay Roach,Comedy,Meet the Parents 
6.6,141600000,55000000,84,92,216,0,Mike Gabriel,Adventure|Animation|Drama|Family|History|Musical|Romance,Pocahontas 
7.3,134218018,55000000,188,169,497,0,Richard Donner,Action|Adventure|Drama|Romance|Sci-Fi,Superman 
5.6,128769345,54000000,95,57,99,960,Tom Shadyac,Comedy|Romance|Sci-Fi,The Nutty Professor 
6.6,177575142,70000000,118,171,372,0,Andy Tennant,Comedy|Romance,Hitch 
5.4,105263257,55000000,92,53,103,5000,Sam Weisman,Action|Adventure|Comedy|Family|Romance,George of the Jungle 
6.3,104354205,55000000,74,153,332,0,Jesse Dylan,Comedy|Romance,American Wedding 
7.9,107100855,55000000,134,491,527,65000,Paul Greengrass,Biography|Drama|Thriller,Captain Phillips 
6.3,98711404,55000000,101,247,207,0,Shawn Levy,Comedy|Crime|Romance|Thriller,Date Night 
6.0,100328194,50000000,100,26,92,0,Brad Silberling,Comedy|Family|Fantasy,Casper 
7.2,101530738,55000000,132,292,436,56000,Antoine Fuqua,Action|Crime|Thriller,The Equalizer 
5.1,93815117,55000000,105,114,242,0,Wayne Wang,Comedy|Drama|Romance,Maid in Manhattan 
7.3,91400000,53000000,123,82,194,0,Tony Scott,Action|Drama|Thriller|War,Crimson Tide 
8.0,162586036,55000000,117,201,611,32000,Gabriele Muccino,Biography|Drama,The Pursuit of Happyness 
6.2,89706988,55000000,98,231,600,0,Robert Schwentke,Drama|Mystery|Thriller,Flightplan 
6.0,83000000,55000000,128,55,95,0,Barry Levinson,Drama|Thriller,Disclosure 
6.7,78745923,55000000,114,110,322,0,Brad Silberling,Drama|Fantasy|Romance,City of Angels 
8.1,70098138,30000000,111,354,2105,13000,Quentin Tarantino,Action,Kill Bill: Vol. 1
6.4,66365290,55000000,85,140,358,0,Frank Oz,Comedy,Bowfinger 
8.0,66207920,30000000,137,304,935,0,Quentin Tarantino,Action|Crime|Drama|Thriller,Kill Bill: Vol. 2
6.3,63408614,55000000,97,45,149,0,Andrey Konchalovskiy,Action|Comedy|Crime|Thriller,Tango & Cash 
6.4,58422650,55000000,104,49,173,8000,Robert Zemeckis,Comedy|Fantasy|Horror,Death Becomes Her 
6.6,56932305,55000000,110,146,293,0,Tom Dey,Action|Adventure|Comedy|Western,Shanghai Noon 
6.4,68750000,55000000,133,60,144,0,Stuart Baird,Action|Adventure|Thriller,Executive Decision 
6.0,68218041,55000000,94,189,108,14000,Mark Waters,Comedy|Family|Fantasy,Mr. Popper's Penguins 
6.6,25040293,55000000,104,206,279,0,Rob Minkoff,Action|Adventure|Fantasy,The Forbidden Kingdom 
5.9,55747724,55000000,91,118,73,0,Jimmy Hayward,Adventure|Animation|Comedy|Family,Free Birds 
6.4,55473600,50000000,145,210,776,0,David Fincher,Action|Horror|Sci-Fi,Alien 3
6.3,49994804,55000000,135,76,194,0,Alan Parker,Biography|Drama|History|Musical,Evita 
7.3,41609593,55000000,122,149,572,0,John Frankenheimer,Action|Adventure|Crime|Thriller,Ronin 
6.8,38553833,55000000,110,62,155,0,Stephen Hopkins,Adventure|Drama|Horror|Thriller,The Ghost and the Darkness 
7.2,76137505,55000000,95,224,174,30000,Paul King,Animation|Comedy|Family|Fantasy,Paddington 
5.7,34350553,68000000,102,265,207,15000,Akiva Schaffer,Action|Comedy|Sci-Fi,The Watch 
6.0,34238611,55000000,94,135,321,0,William Friedkin,Action|Crime|Drama|Thriller,The Hunted 
6.5,34098563,55000000,126,100,232,0,Jon Turteltaub,Drama|Thriller,Instinct 
5.8,33828318,55000000,118,123,154,0,Bobby Farrelly,Comedy,Stuck on You 
5.8,33472850,55000000,99,164,119,0,Kent Alterman,Comedy|Sport,Semi-Pro 
6.7,31051126,55000000,88,238,101,0,Peter Lord,Adventure|Animation|Comedy|Family,The Pirates! Band of Misfits 
7.8,35707327,55000000,141,264,387,14000,Clint Eastwood,Crime|Drama|Mystery|Thriller,Changeling 
5.6,20550712,50000000,107,47,95,1000,Andrew Davis,Action|Drama|Sci-Fi|Thriller,Chain Reaction 
5.8,18573791,55000000,116,50,89,0,Tony Scott,Action|Drama|Sport|Thriller,The Fan 
7.4,51225796,70000000,143,153,2047,0,Joel Schumacher,Drama|Musical|Romance|Thriller,The Phantom of the Opera 
6.9,16264475,55000000,114,202,216,0,Shekhar Kapur,Biography|Drama|History|War,Elizabeth: The Golden Age 
5.5,25857987,62000000,93,178,532,0,Karyn Kusama,Action|Sci-Fi,Æon Flux 
6.3,12870569,56000000,280,84,497,953,Ron Maxwell,Drama|History|War,Gods and Generals 
4.7,11466088,71000000,100,44,84,316,Robert Butler,Action|Thriller,Turbulence 
5.6,16088610,55000000,107,93,39,610,Karey Kirkpatrick,Comedy|Drama|Family|Fantasy,Imagine That 
6.4,51178893,50000000,119,277,110,10000,James Bobin,Adventure|Comedy|Crime|Family|Musical,Muppets Most Wanted 
4.2,6768055,57000000,95,76,229,437,Jonathan Frakes,Action|Adventure|Comedy|Family|Sci-Fi,Thunderbirds 
6.4,39440655,55000000,119,197,222,19000,Steve Antin,Drama|Music|Musical|Romance,Burlesque 
7.7,6167817,47000000,133,186,239,0,Jean-Pierre Jeunet,Drama|Mystery|Romance|War,A Very Long Engagement 
6.7,81645152,54000000,117,224,559,0,Guillermo del Toro,Action|Horror|Sci-Fi|Thriller,Blade II 
7.7,69951824,55000000,123,202,599,26000,Gabriele Muccino,Drama|Romance,Seven Pounds 
5.7,9483821,55000000,92,279,131,10000,Walter Hill,Action|Thriller,Bullet to the Head 
7.6,66676062,54000000,170,110,545,0,Francis Ford Coppola,Crime|Drama,The Godfather: Part III 
6.4,26838389,57000000,123,190,495,0,Cameron Crowe,Comedy|Drama|Romance,Elizabethtown 
5.6,75604320,54000000,110,136,195,0,Anthony Russo,Comedy|Romance,"You, Me and Dupree "
6.8,108200000,54000000,116,121,269,0,Richard Lester,Action|Adventure|Romance|Sci-Fi,Superman II 
2.4,5660084,54000000,121,131,418,2000,Martin Brest,Comedy|Crime|Romance,Gigli 
6.2,7221458,55000000,128,127,178,0,Steven Zaillian,Drama|Thriller,All the King's Men 
5.9,70327868,46000000,99,160,301,0,John Singleton,Action|Crime|Thriller,Shaft 
7.1,58297830,50000000,94,78,191,0,Don Bluth,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,Anastasia 
7.6,57386369,52500000,127,209,2319,10000,Baz Luhrmann,Drama|Musical|Romance,Moulin Rouge! 
5.5,45207112,53000000,89,98,190,361,Harold Becker,Crime|Mystery|Thriller,Domestic Disturbance 
7.0,62563543,53000000,123,391,289,44000,Scott Cooper,Biography|Crime|Drama,Black Mass 
7.1,33574332,90000000,135,279,415,0,Clint Eastwood,Drama|History|War,Flags of Our Fathers 
7.4,73343413,50000000,118,216,429,21000,F. Gary Gray,Crime|Drama|Thriller,Law Abiding Citizen 
7.6,25031037,53000000,189,250,532,0,Robert Rodriguez,Action|Horror|Thriller,Grindhouse 
5.9,22843047,55000000,172,78,207,853,Jonathan Demme,Drama|History|Horror,Beloved 
5.9,5755286,55000000,124,106,63,672,Curtis Hanson,Drama|Romance|Sport,Lucky You 
8.0,164435221,52000000,141,194,667,15000,Steven Spielberg,Biography|Crime|Drama,Catch Me If You Can 
7.4,95720716,40000000,157,558,640,39000,Kathryn Bigelow,Drama|History|Thriller,Zero Dark Thirty 
5.8,118683135,52000000,106,183,483,0,Peyton Reed,Comedy|Drama|Romance,The Break-Up 
6.3,143704210,52000000,108,238,611,10000,Phyllida Lloyd,Comedy|Family|Musical|Romance,Mamma Mia! 
5.7,110476776,52000000,125,186,211,9000,Garry Marshall,Comedy|Romance,Valentine's Day 
5.1,80270227,50000000,107,144,612,0,Jay Chandrasekhar,Action|Adventure|Comedy,The Dukes of Hazzard 
7.6,36385763,52000000,215,156,1448,0,Terrence Malick,Drama|War,The Thin Red Line 
6.4,37035845,52000000,118,215,149,13000,David Dobkin,Comedy|Fantasy,The Change-Up 
7.4,34580635,52000000,118,140,549,0,Milos Forman,Biography|Comedy|Drama,Man on the Moon 
8.2,42438300,52000000,178,133,533,11000,Martin Scorsese,Biography|Crime|Drama,Casino 
6.5,23324666,52000000,92,203,211,0,Pierre Morel,Action|Thriller,From Paris with Love 
5.5,23020488,52000000,104,127,180,846,Paul Hunter,Action|Comedy|Fantasy,Bulletproof Monk 
6.5,90567722,51000000,116,155,481,0,Bobby Farrelly,Comedy,"Me, Myself & Irene "
5.6,72601713,51000000,90,98,155,605,Steve Oedekerk,Animation|Comedy|Family,Barnyard 
4.6,296623634,50000000,130,299,919,13000,Chris Weitz,Adventure|Drama|Fantasy|Romance,The Twilight Saga: New Moon 
7.9,267652016,60000000,90,212,945,0,Andrew Adamson,Adventure|Animation|Comedy|Family|Fantasy,Shrek 
7.1,62453315,50200000,106,413,407,36000,George Nolfi,Romance|Sci-Fi|Thriller,The Adjustment Bureau 
6.9,165500000,48000000,155,67,322,0,Kevin Reynolds,Action|Adventure|Drama|Romance,Robin Hood: Prince of Thieves 
7.3,153620822,50000000,139,109,318,0,Cameron Crowe,Comedy|Drama|Romance|Sport,Jerry Maguire 
7.0,218628680,50000000,112,457,623,74000,Seth MacFarlane,Comedy|Fantasy,Ted 
7.7,147637474,50000000,139,156,470,11000,James L. Brooks,Comedy|Drama|Romance,As Good as It Gets 
6.7,135014968,50000000,115,55,375,0,Tom Shadyac,Biography|Comedy|Drama|Romance,Patch Adams 
6.3,2175312,50000000,143,272,346,41000,Adam McKay,Comedy,Anchorman 2: The Legend Continues
5.8,126203320,50000000,96,117,309,0,Steven Brill,Comedy|Romance,Mr. Deeds 
7.1,126975169,50000000,112,539,849,37000,J.J. Abrams,Mystery|Sci-Fi|Thriller,Super 8
7.3,125548685,52000000,131,169,498,0,Steven Soderbergh,Biography|Drama,Erin Brockovich 
6.4,105807520,50000000,116,140,357,0,Donald Petrie,Comedy|Romance,How to Lose a Guy in 10 Days
7.1,191616238,50000000,112,330,322,24000,Phil Lord,Action|Comedy|Crime,22 Jump Street
7.6,105264608,60000000,123,120,406,11000,Neil Jordan,Drama|Fantasy|Horror,Interview with the Vampire: The Vampire Chronicles 
6.8,97680195,70000000,104,190,243,0,Peyton Reed,Comedy|Romance,Yes Man 
6.6,126088877,50000000,107,177,110,10000,Rawson Marshall Thurber,Action|Comedy|Crime,Central Intelligence 
6.7,91030827,50000000,124,65,252,0,Chris Columbus,Comedy|Drama,Stepmom 
6.1,150315155,50000000,96,145,130,13000,Sean Anders,Comedy|Family,Daddy's Home 
6.0,127997349,50000000,125,321,779,90000,Rob Marshall,Adventure|Comedy|Drama|Fantasy|Musical,Into the Woods 
7.6,88504640,45000000,129,230,646,0,Spike Lee,Crime|Drama|Mystery|Thriller,Inside Man 
7.1,81517441,50000000,90,143,394,0,Brian Helgeland,Action|Crime|Drama|Thriller,Payback 
5.0,81022333,50000000,109,55,147,0,Frank Marshall,Action|Adventure|Mystery|Sci-Fi,Congo 
6.2,79948113,50000000,121,279,791,0,Alex Proyas,Drama|Mystery|Sci-Fi|Thriller,Knowing 
5.6,88658172,50000000,95,143,242,2000,Tom Dey,Comedy|Romance,Failure to Launch 
7.4,84244877,50000000,118,310,292,44000,Glenn Ficarra,Comedy|Drama|Romance,"Crazy, Stupid, Love. "
5.0,75367693,35000000,80,116,232,795,Peter Hewitt,Animation|Comedy|Family|Fantasy,Garfield 
5.2,73701902,60000000,99,105,209,0,Joe Roth,Comedy|Family,Christmas with the Kranks 
7.6,75605492,50000000,133,419,312,27000,Bennett Miller,Biography|Drama|Sport,Moneyball 
6.6,67823573,50000000,127,64,130,0,Wolfgang Petersen,Action|Drama|Thriller,Outbreak 
7.0,91439400,50000000,106,359,384,24000,Jaume Collet-Serra,Action|Mystery|Thriller,Non-Stop 
5.7,67128202,65000000,98,166,110,0,Andy Fickman,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller,Race to Witch Mountain 
8.2,70496802,54000000,132,525,2042,48000,James McTeigue,Action|Drama|Thriller,V for Vendetta 
6.2,60470220,50000000,114,165,192,955,David Dobkin,Action|Adventure|Comedy,Shanghai Knights 
6.6,58336565,50000000,78,87,118,624,Matthew O'Callaghan,Adventure|Animation|Comedy|Family,Curious George 
4.7,66002004,50000000,101,117,168,1000,Angela Robinson,Adventure|Comedy|Family|Fantasy|Romance|Sport,Herbie Fully Loaded 
6.3,54997476,50000000,113,113,248,970,Gary Fleder,Crime|Drama|Mystery|Thriller,Don't Say a Word 
6.1,55682070,50000000,98,349,304,45000,Tommy Wirkola,Action|Fantasy|Horror,Hansel & Gretel: Witch Hunters 
6.7,52752475,50000000,124,152,533,0,Adrian Lyne,Drama|Thriller,Unfaithful 
6.1,55092830,60000000,109,288,329,27000,D.J. Caruso,Action|Adventure|Sci-Fi|Thriller,I Am Number Four 
7.0,50815288,50000000,128,358,625,0,Stephen Gaghan,Drama|Thriller,Syriana 
7.4,52822418,50000000,144,204,219,44000,Michael Bay,Action|Drama|Thriller|War,13 Hours
7.3,50150619,50000000,95,156,102,18000,Jorge R. Gutiérrez,Adventure|Animation|Comedy|Family|Fantasy|Romance,The Book of Life 
5.8,48745150,50000000,105,171,306,773,Richard Loncraine,Crime|Thriller,Firewall 
6.7,50007168,50000000,121,76,142,1000,Clint Eastwood,Action|Crime|Drama|Thriller,Absolute Power 
5.8,48154732,50000000,125,97,142,2000,Ridley Scott,Action|Drama|War,G.I. Jane 
7.8,48265581,50000000,129,157,506,25000,David Fincher,Drama|Mystery|Thriller,The Game 
6.6,46982632,50000000,132,267,1740,0,Christophe Gans,Adventure|Horror|Mystery,Silent Hill 
6.5,44737059,50000000,118,118,261,0,Howard Deutch,Comedy|Sport,The Replacements 
6.7,56724080,50000000,113,291,181,39000,Jon Hurwitz,Comedy,American Reunion 
7.3,44484065,50000000,140,68,279,3000,F. Gary Gray,Action|Crime|Drama|Mystery|Thriller,The Negotiator 
5.8,47553512,50000000,89,228,210,15000,Steven Quale,Action|Thriller,Into the Storm 
5.5,42610000,55000000,104,36,114,669,John Landis,Action|Comedy|Crime|Thriller,Beverly Hills Cop III 
6.3,41482207,50000000,106,105,148,0,Joe Dante,Comedy|Fantasy|Horror,Gremlins 2: The New Batch
7.4,47105085,50000000,141,276,275,47000,David Dobkin,Crime|Drama,The Judge 
5.9,41256277,50000000,124,93,156,0,Mimi Leder,Action|Thriller,The Peacemaker 
6.2,50740078,45000000,98,191,672,0,Alexander Witt,Action|Horror|Sci-Fi|Thriller,Resident Evil: Apocalypse 
5.9,40203020,40000000,108,143,259,0,Beeban Kidron,Comedy|Drama|Romance,Bridget Jones: The Edge of Reason 
6.5,40905277,50000000,114,124,157,1000,Carl Franklin,Crime|Drama|Romance|Thriller,Out of Time 
4.4,38590500,50000000,101,47,140,812,Steven Seagal,Action|Adventure|Thriller,On Deadly Ground 
3.5,39177541,50000000,93,66,177,0,Robert Rodriguez,Action|Adventure|Family|Fantasy,The Adventures of Sharkboy and Lavagirl 3-D
6.6,39778599,50000000,119,118,548,0,Danny Boyle,Adventure|Drama|Thriller,The Beach 
6.0,37486138,50000000,119,93,106,718,Garry Marshall,Comedy|Drama|Romance,Raising Helen 
6.4,38105077,40000000,99,235,194,0,James McTeigue,Action|Crime|Thriller,Ninja Assassin 
6.5,35168395,50000000,137,113,226,0,Sam Raimi,Drama|Romance|Sport,For Love of the Game 
4.3,32800000,40000000,117,51,118,877,Andrew Bergman,Comedy|Crime|Drama|Thriller,Striptease 
4.2,33643461,50000000,87,98,65,0,Tom Dey,Comedy|Family,Marmaduke 
6.5,32741596,50000000,129,315,323,16000,Clint Eastwood,Drama|Fantasy,Hereafter 
6.1,31874869,50000000,115,136,302,0,Barbet Schroeder,Crime|Mystery|Thriller,Murder by Numbers 
6.3,30306268,50000000,132,61,84,0,Richard Donner,Action|Crime|Thriller,Assassins 
6.2,27667947,50000000,131,209,392,3000,Peter Webber,Crime|Drama|Thriller,Hannibal Rising 
5.9,27067160,50000000,95,99,150,0,Rob Reiner,Comedy|Drama|Romance,The Story of Us 
5.9,26616999,40000000,125,298,347,43000,Andrew Niccol,Action|Adventure|Romance|Sci-Fi|Thriller,The Host 
6.5,26536120,50000000,98,131,286,0,John McTiernan,Action|Crime|Drama|Mystery|Thriller,Basic 
6.4,26199517,50000000,110,146,260,705,Clint Eastwood,Action|Crime|Drama|Mystery|Thriller,Blood Work 
6.5,25450527,50000000,118,245,190,0,Tom Tykwer,Action|Crime|Drama|Mystery|Thriller,The International 
5.7,25407250,50000000,101,104,227,0,John Carpenter,Action|Adventure|Sci-Fi|Thriller,Escape from L.A. 
8.0,23159305,70000000,90,162,514,0,Brad Bird,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,The Iron Giant 
7.3,24006726,50000000,119,259,632,0,Wes Anderson,Adventure|Comedy|Drama,The Life Aquatic with Steve Zissou 
6.7,20389967,50000000,139,79,47,10000,Gary Ross,Action|Biography|Drama|History|War,Free State of Jones 
7.5,19593740,50000000,130,141,420,0,Alan Parker,Crime|Drama|Thriller,The Life of David Gale 
5.4,19118247,40000000,100,59,94,779,Stephen Herek,Action|Comedy,Man of the House 
6.6,26442251,50000000,114,236,205,15000,Jaume Collet-Serra,Action|Crime|Drama|Thriller,Run All Night 
7.7,17114882,25000000,96,356,398,0,David Cronenberg,Crime|Mystery|Thriller,Eastern Promises 
5.8,18472363,50000000,110,120,208,0,John Stockwell,Action|Adventure|Crime|Thriller,Into the Blue 
6.4,14131298,390000000,158,111,390,0,Luc Besson,Adventure|Biography|Drama|History|War,The Messenger: The Story of Joan of Arc 
5.6,21557240,49900000,102,208,274,18000,David Gordon Green,Adventure|Comedy|Fantasy,Your Highness 
6.0,21283440,55000000,84,174,137,0,Jim Sheridan,Drama|Mystery|Thriller,Dream House 
6.2,10556196,50000000,115,59,73,697,Costa-Gavras,Crime|Drama|Thriller,Mad City 
5.9,16671505,50000000,99,22,78,0,Patrick Read Johnson,Adventure|Comedy|Crime|Drama|Family,Baby's Day Out 
5.1,10400000,50000000,135,34,90,943,Roland Joffé,Drama|Romance,The Scarlet Letter 
6.8,9528092,22000000,108,214,127,9000,Doug Liman,Biography|Drama|Thriller,Fair Game 
6.0,10137232,50000000,127,186,374,0,Tony Scott,Action|Biography|Crime|Drama|Thriller,Domino 
5.1,9795017,50000000,107,50,70,422,William Friedkin,Crime|Drama|Thriller,Jade 
5.8,20488579,50000000,95,180,245,0,Mark Neveldine,Action|Sci-Fi|Thriller,Gamer 
6.2,19445217,60000000,124,231,258,14000,Richard LaGravenese,Drama|Fantasy|Romance,Beautiful Creatures 
6.4,8355815,55000000,109,105,341,0,Danny DeVito,Comedy|Crime|Drama|Thriller,Death to Smoochy 
4.8,28837115,50000000,102,226,150,28000,Ben Stiller,Comedy,Zoolander 2
4.9,6471394,50000000,88,75,93,288,George Armitage,Comedy|Crime,The Big Bounce 
5.6,6291602,50000000,87,82,91,255,Mike Nichols,Comedy|Sci-Fi,What Planet Are You From? 
5.5,10706786,50000000,104,296,211,15000,Patrick Lussier,Action|Fantasy|Thriller,Drive Angry 
3.7,8742261,18000000,96,103,179,0,Andrzej Bartkowiak,Action|Crime|Drama|Mystery|Thriller,Street Fighter: The Legend of Chun-Li 
5.9,43905746,49000000,85,98,294,0,James Wong,Action|Sci-Fi|Thriller,The One 
6.3,21413502,40000000,104,48,113,2000,Renny Harlin,Action|Adventure|Comedy|Crime|Music|Mystery,The Adventures of Ford Fairlane 
7.6,124107476,48000000,190,223,867,0,Steven Soderbergh,Crime|Drama|Thriller,Traffic 
8.3,197171806,48000000,127,149,477,0,Steven Spielberg,Action|Adventure|Fantasy,Indiana Jones and the Last Crusade 
6.9,31569268,49000000,120,371,627,67000,Neill Blomkamp,Action|Crime|Drama|Sci-Fi|Thriller,Chappie 
6.7,66488090,48000000,118,75,397,0,Phillip Noyce,Crime|Drama|Mystery|Thriller,The Bone Collector 
6.8,95308367,48000000,112,233,850,0,David Fincher,Crime|Drama|Thriller,Panic Room 
7.1,60652036,48000000,114,150,560,3000,David O. Russell,Action|Adventure|Comedy|Drama|War,Three Kings 
6.4,1206135,50000000,137,172,185,18000,Daniel Espinosa,Crime|Drama|Thriller,Child 44
6.4,56607223,48000000,112,103,497,0,Jerry Zucker,Adventure|Comedy,Rat Race 
7.4,50173190,48000000,120,140,537,0,Iain Softley,Drama|Mystery|Sci-Fi,K-PAX 
6.4,47095453,48000000,123,125,316,0,James Mangold,Comedy|Fantasy|Romance,Kate & Leopold 
6.0,37879996,48000000,93,125,254,0,Harold Ramis,Comedy|Fantasy|Romance,Bedazzled 
6.5,25900000,58000000,123,36,84,828,Francis Ford Coppola,Crime|Drama|Music,The Cotton Club 
7.8,53574088,55000000,122,295,560,0,James Mangold,Adventure|Crime|Drama|Western,3:10 to Yuma
6.0,89253340,48000000,115,222,323,38000,Olivier Megaton,Action|Thriller,Taken 3
7.0,37339525,48000000,123,158,307,0,Steven Soderbergh,Crime|Drama|Romance|Thriller,Out of Sight 
6.0,60154431,47000000,96,72,345,0,Ben Stiller,Comedy|Drama|Thriller,The Cable Guy 
6.1,103738726,100000000,105,72,164,2000,Warren Beatty,Action|Comedy|Crime|Music|Romance|Thriller,Dick Tracy 
6.8,69304264,48000000,113,152,419,0,John McTiernan,Crime|Romance|Thriller,The Thomas Crown Affair 
6.4,29781453,48000000,132,89,210,0,Penny Marshall,Biography|Comedy|Drama,Riding in Cars with Boys 
4.5,15519841,47000000,75,93,71,261,Paul Bolger,Adventure|Animation|Comedy|Family|Fantasy,Happily N'Ever After 
5.8,5600000,47000000,108,46,97,616,Stephen Frears,Drama|Horror|Romance|Thriller,Mary Reilly 
6.3,126805112,46000000,105,84,169,0,P.J. Hogan,Comedy|Romance,My Best Friend's Wedding 
5.7,93607673,48000000,102,142,343,881,Joe Roth,Comedy|Romance,America's Sweethearts 
7.2,67263182,46000000,118,185,651,0,Christopher Nolan,Drama|Mystery|Thriller,Insomnia 
7.6,92001027,45000000,111,143,286,3000,Jonathan Frakes,Action|Adventure|Drama|Sci-Fi|Thriller,Star Trek: First Contact 
4.7,10539414,47000000,81,178,176,0,Jimmy Hayward,Action|Drama|Fantasy|Thriller|Western,Jonah Hex 
6.6,58918501,46000000,116,65,107,975,Edward Zwick,Action|Drama|Mystery|Thriller|War,Courage Under Fire 
6.8,181395380,45000000,86,73,243,0,Tom Shadyac,Comedy|Fantasy|Romance,Liar Liar 
7.3,14946229,25000000,127,72,29,0,Brad Furman,Biography|Crime|Drama|Thriller,The Infiltrator 
4.8,130512915,45000000,91,35,85,0,Brian Levant,Comedy|Family|Fantasy,The Flintstones 
6.3,139852971,45000000,98,358,461,63000,Olivier Megaton,Action|Crime|Thriller,Taken 2
5.5,110000082,48000000,84,151,347,0,David Zucker,Comedy,Scary Movie 3
6.2,106807667,45000000,109,140,370,0,Donald Petrie,Action|Comedy|Crime|Romance,Miss Congeniality 
