Date,Median Sale Price,Average Sale Price,County
01/01/2017 12:00:00 AM,197720.79,248096.50,Hartford
02/01/2017 12:00:00 AM,190251.34,273052.74,Hartford
03/01/2017 12:00:00 AM,193326.99,220567.98,Hartford
04/01/2017 12:00:00 AM,198324.93,229754.14,Hartford
05/01/2017 12:00:00 AM,214197.52,245379.44,Hartford
06/01/2017 12:00:00 AM,225182.01,258683.17,Hartford
07/01/2017 12:00:00 AM,230674.25,268173.49,Hartford
08/01/2017 12:00:00 AM,219689.76,267091.60,Hartford
09/01/2017 12:00:00 AM,214563.85,243630.84,Hartford
10/01/2017 12:00:00 AM,210902.17,243996.39,Hartford
11/01/2017 12:00:00 AM,214197.52,239667.93,Hartford
12/01/2017 12:00:00 AM,208705.28,239575.31,Hartford
01/01/2018 12:00:00 AM,184979.83,216781.06,Hartford
02/01/2018 12:00:00 AM,183650.12,207648.52,Hartford
03/01/2018 12:00:00 AM,199188.43,232295.34,Hartford
04/01/2018 12:00:00 AM,203745.90,237394.26,Hartford
05/01/2018 12:00:00 AM,214469.37,246410.84,Hartford
06/01/2018 12:00:00 AM,235916.31,263136.48,Hartford
07/01/2018 12:00:00 AM,241170.81,276854.70,Hartford
08/01/2018 12:00:00 AM,229482.23,267510.21,Hartford
09/01/2018 12:00:00 AM,195167.13,229008.54,Hartford
10/01/2018 12:00:00 AM,203745.90,235523.51,Hartford
11/01/2018 12:00:00 AM,197579.91,237580.10,Hartford
12/01/2018 12:00:00 AM,211252.33,245475.52,Hartford
01/01/2019 12:00:00 AM,184320.61,217661.50,Hartford
02/01/2019 12:00:00 AM,189586.91,209942.56,Hartford
03/01/2019 12:00:00 AM,200119.52,231277.44,Hartford
04/01/2019 12:00:00 AM,210652.13,237197.61,Hartford
05/01/2019 12:00:00 AM,216971.69,246991.83,Hartford
06/01/2019 12:00:00 AM,228557.56,258445.94,Hartford
07/01/2019 12:00:00 AM,236983.64,272717.15,Hartford
08/01/2019 12:00:00 AM,226451.03,255236.43,Hartford
09/01/2019 12:00:00 AM,215918.43,248648.19,Hartford
10/01/2019 12:00:00 AM,220131.47,240450.16,Hartford
11/01/2019 12:00:00 AM,207492.34,234576.32,Hartford
12/01/2019 12:00:00 AM,210652.13,238214.86,Hartford
01/01/2020 12:00:00 AM,202853.45,232663.22,Hartford
02/01/2020 12:00:00 AM,195051.40,220308.91,Hartford
03/01/2020 12:00:00 AM,213256.19,233712.47,Hartford
04/01/2020 12:00:00 AM,233021.40,251946.41,Hartford
05/01/2020 12:00:00 AM,228860.31,256934.71,Hartford
06/01/2020 12:00:00 AM,239263.05,269628.63,Hartford
07/01/2020 12:00:00 AM,246440.94,272292.32,Hartford
08/01/2020 12:00:00 AM,254815.14,287344.15,Hartford
09/01/2020 12:00:00 AM,248625.51,280260.72,Hartford
10/01/2020 12:00:00 AM,254867.16,276417.40,Hartford
11/01/2020 12:00:00 AM,244464.42,272187.22,Hartford
12/01/2020 12:00:00 AM,244464.42,285331.37,Hartford
01/01/2021 12:00:00 AM,231750.00,264817.23,Hartford
02/01/2021 12:00:00 AM,225000.00,249238.57,Hartford
03/01/2021 12:00:00 AM,230000.00,257869.69,Hartford
04/01/2021 12:00:00 AM,241000.00,276899.65,Hartford
05/01/2021 12:00:00 AM,250000.00,284871.80,Hartford
06/01/2021 12:00:00 AM,260000.00,297728.77,Hartford
07/01/2021 12:00:00 AM,268950.00,304804.62,Hartford
08/01/2021 12:00:00 AM,277000.00,314632.98,Hartford
09/01/2021 12:00:00 AM,259000.00,286859.50,Hartford
10/01/2021 12:00:00 AM,250000.00,290889.36,Hartford
01/01/2001 12:00:00 AM,205326.17,287938.00,Litchfield
02/01/2001 12:00:00 AM,193006.60,298960.24,Litchfield
03/01/2001 12:00:00 AM,199242.44,294080.91,Litchfield
04/01/2001 12:00:00 AM,212930.85,274440.40,Litchfield
05/01/2001 12:00:00 AM,208368.04,294296.50,Litchfield
06/01/2001 12:00:00 AM,230383.57,289057.50,Litchfield
07/01/2001 12:00:00 AM,231182.06,281143.13,Litchfield
08/01/2001 12:00:00 AM,233463.46,341436.43,Litchfield
09/01/2001 12:00:00 AM,214185.62,281995.48,Litchfield
10/01/2001 12:00:00 AM,212930.85,259296.70,Litchfield
11/01/2001 12:00:00 AM,209888.98,285076.60,Litchfield
12/01/2001 12:00:00 AM,228140.19,305387.58,Litchfield
01/01/2002 12:00:00 AM,212954.89,299571.44,Litchfield
02/01/2002 12:00:00 AM,222311.44,316106.33,Litchfield
03/01/2002 12:00:00 AM,235036.33,303592.22,Litchfield
04/01/2002 12:00:00 AM,215948.99,278232.09,Litchfield
05/01/2002 12:00:00 AM,221562.91,310017.30,Litchfield
06/01/2002 12:00:00 AM,229048.15,284877.39,Litchfield
07/01/2002 12:00:00 AM,227551.10,313439.67,Litchfield
08/01/2002 12:00:00 AM,239527.47,303453.00,Litchfield
09/01/2002 12:00:00 AM,232042.24,302864.03,Litchfield
10/01/2002 12:00:00 AM,237955.57,305537.52,Litchfield
11/01/2002 12:00:00 AM,224557.01,294251.06,Litchfield
12/01/2002 12:00:00 AM,247012.71,359077.41,Litchfield
01/01/2003 12:00:00 AM,248049.25,334290.79,Litchfield
02/01/2003 12:00:00 AM,230634.58,280534.74,Litchfield
03/01/2003 12:00:00 AM,216585.77,294323.71,Litchfield
04/01/2003 12:00:00 AM,224268.72,298698.33,Litchfield
05/01/2003 12:00:00 AM,241463.87,336789.01,Litchfield
06/01/2003 12:00:00 AM,240732.16,323915.65,Litchfield
07/01/2003 12:00:00 AM,263415.13,335037.60,Litchfield
08/01/2003 12:00:00 AM,272927.34,339981.51,Litchfield
09/01/2003 12:00:00 AM,270732.22,351143.84,Litchfield
10/01/2003 12:00:00 AM,260188.30,322271.21,Litchfield
11/01/2003 12:00:00 AM,278049.30,353936.97,Litchfield
12/01/2003 12:00:00 AM,251707.79,302857.57,Litchfield
01/01/2004 12:00:00 AM,277951.82,321272.14,Litchfield
02/01/2004 12:00:00 AM,242316.98,359451.99,Litchfield
03/01/2004 12:00:00 AM,273319.29,344295.18,Litchfield
04/01/2004 12:00:00 AM,279377.22,375053.77,Litchfield
05/01/2004 12:00:00 AM,276526.43,362901.86,Litchfield
06/01/2004 12:00:00 AM,271715.73,372433.83,Litchfield
07/01/2004 12:00:00 AM,302896.22,371790.46,Litchfield
08/01/2004 12:00:00 AM,285007.53,355008.26,Litchfield
09/01/2004 12:00:00 AM,277951.82,382564.38,Litchfield
10/01/2004 12:00:00 AM,285078.79,371178.97,Litchfield
11/01/2004 12:00:00 AM,285078.79,351251.56,Litchfield
12/01/2004 12:00:00 AM,270824.86,373892.07,Litchfield
01/01/2005 12:00:00 AM,296480.67,393024.63,Litchfield
02/01/2005 12:00:00 AM,257179.74,392335.13,Litchfield
03/01/2005 12:00:00 AM,263178.31,370873.88,Litchfield
04/01/2005 12:00:00 AM,290620.00,389698.83,Litchfield
05/01/2005 12:00:00 AM,303375.57,385702.27,Litchfield
06/01/2005 12:00:00 AM,324060.27,396093.79,Litchfield
07/01/2005 12:00:00 AM,320854.14,413599.01,Litchfield
08/01/2005 12:00:00 AM,324060.27,389200.91,Litchfield
09/01/2005 12:00:00 AM,326818.23,422124.96,Litchfield
10/01/2005 12:00:00 AM,329920.93,436686.41,Litchfield
11/01/2005 12:00:00 AM,337850.06,446856.02,Litchfield
12/01/2005 12:00:00 AM,308753.59,396265.77,Litchfield
01/01/2006 12:00:00 AM,317818.90,411831.06,Litchfield
02/01/2006 12:00:00 AM,292569.73,391573.42,Litchfield
03/01/2006 12:00:00 AM,300585.34,365754.57,Litchfield
04/01/2006 12:00:00 AM,285890.06,350206.05,Litchfield
05/01/2006 12:00:00 AM,301921.27,384649.30,Litchfield
06/01/2006 12:00:00 AM,331979.81,372543.73,Litchfield
07/01/2006 12:00:00 AM,287225.99,352584.78,Litchfield
08/01/2006 12:00:00 AM,307265.01,397698.29,Litchfield
09/01/2006 12:00:00 AM,306597.05,403684.13,Litchfield
10/01/2006 12:00:00 AM,307265.01,394036.70,Litchfield
11/01/2006 12:00:00 AM,299249.40,403269.69,Litchfield
12/01/2006 12:00:00 AM,297913.47,421808.43,Litchfield
01/01/2007 12:00:00 AM,318170.78,429832.85,Litchfield
02/01/2007 12:00:00 AM,259081.92,358196.26,Litchfield
03/01/2007 12:00:00 AM,290379.54,362426.80,Litchfield
04/01/2007 12:00:00 AM,312326.83,380183.13,Litchfield
05/01/2007 12:00:00 AM,324664.06,415184.42,Litchfield
06/01/2007 12:00:00 AM,335637.71,417236.43,Litchfield
07/01/2007 12:00:00 AM,319339.57,410474.64,Litchfield
08/01/2007 12:00:00 AM,315573.47,398802.05,Litchfield
09/01/2007 12:00:00 AM,288301.69,381907.89,Litchfield
10/01/2007 12:00:00 AM,274341.13,387253.78,Litchfield
11/01/2007 12:00:00 AM,279211.10,385914.03,Litchfield
12/01/2007 12:00:00 AM,244677.23,313210.57,Litchfield
01/01/2008 12:00:00 AM,274204.67,381184.58,Litchfield
02/01/2008 12:00:00 AM,306478.76,379523.23,Litchfield
03/01/2008 12:00:00 AM,330871.97,405173.24,Litchfield
04/01/2008 12:00:00 AM,273954.48,347325.91,Litchfield
05/01/2008 12:00:00 AM,281460.09,371056.04,Litchfield
06/01/2008 12:00:00 AM,258317.81,344830.19,Litchfield
07/01/2008 12:00:00 AM,270670.78,349846.78,Litchfield
08/01/2008 12:00:00 AM,261757.88,348751.70,Litchfield
09/01/2008 12:00:00 AM,273954.48,324746.39,Litchfield
10/01/2008 12:00:00 AM,265823.42,406425.94,Litchfield
11/01/2008 12:00:00 AM,241430.21,284218.33,Litchfield
12/01/2008 12:00:00 AM,213909.67,272075.68,Litchfield
01/01/2009 12:00:00 AM,227101.51,292895.52,Litchfield
02/01/2009 12:00:00 AM,203005.13,307466.70,Litchfield
03/01/2009 12:00:00 AM,232166.50,313886.87,Litchfield
04/01/2009 12:00:00 AM,202047.60,253755.94,Litchfield
05/01/2009 12:00:00 AM,238441.27,288705.24,Litchfield
06/01/2009 12:00:00 AM,276089.89,328152.72,Litchfield
07/01/2009 12:00:00 AM,260402.97,372496.59,Litchfield
08/01/2009 12:00:00 AM,239696.23,330938.98,Litchfield
09/01/2009 12:00:00 AM,262222.65,338813.14,Litchfield
10/01/2009 12:00:00 AM,257265.58,331210.48,Litchfield
11/01/2009 12:00:00 AM,229656.59,348529.21,Litchfield
12/01/2009 12:00:00 AM,232166.50,305790.75,Litchfield
01/01/2010 12:00:00 AM,236762.66,345346.40,Litchfield
02/01/2010 12:00:00 AM,208363.48,545082.46,Litchfield
03/01/2010 12:00:00 AM,236453.97,402543.74,Litchfield
04/01/2010 12:00:00 AM,227193.37,325215.23,Litchfield
05/01/2010 12:00:00 AM,254913.43,350620.93,Litchfield
06/01/2010 12:00:00 AM,240158.21,357109.70,Litchfield
07/01/2010 12:00:00 AM,217006.71,321636.88,Litchfield
08/01/2010 12:00:00 AM,266705.26,368929.86,Litchfield
09/01/2010 12:00:00 AM,275965.86,380505.64,Litchfield
10/01/2010 12:00:00 AM,237688.72,366726.79,Litchfield
11/01/2010 12:00:00 AM,239540.84,389684.83,Litchfield
12/01/2010 12:00:00 AM,233367.10,324409.95,Litchfield
01/01/2011 12:00:00 AM,239431.98,449342.87,Litchfield
02/01/2011 12:00:00 AM,224467.48,357480.53,Litchfield
03/01/2011 12:00:00 AM,223210.47,340115.85,Litchfield
04/01/2011 12:00:00 AM,233446.18,284319.84,Litchfield
05/01/2011 12:00:00 AM,233386.33,343352.57,Litchfield
06/01/2011 12:00:00 AM,240629.14,299638.50,Litchfield
07/01/2011 12:00:00 AM,263375.18,311067.95,Litchfield
08/01/2011 12:00:00 AM,218481.68,311145.33,Litchfield
09/01/2011 12:00:00 AM,206450.23,273991.76,Litchfield
10/01/2011 12:00:00 AM,214291.63,293157.44,Litchfield
11/01/2011 12:00:00 AM,231949.73,307621.61,Litchfield
12/01/2011 12:00:00 AM,206929.09,272627.91,Litchfield
01/01/2012 12:00:00 AM,190294.04,312160.97,Litchfield
02/01/2012 12:00:00 AM,190587.25,246308.11,Litchfield
03/01/2012 12:00:00 AM,175926.69,231592.79,Litchfield
04/01/2012 12:00:00 AM,201289.46,262943.27,Litchfield
05/01/2012 12:00:00 AM,234568.92,308749.92,Litchfield
06/01/2012 12:00:00 AM,216976.25,287861.10,Litchfield
07/01/2012 12:00:00 AM,208179.92,282625.46,Litchfield
08/01/2012 12:00:00 AM,228118.28,278438.08,Litchfield
09/01/2012 12:00:00 AM,199383.58,273857.49,Litchfield
10/01/2012 12:00:00 AM,210994.75,264128.10,Litchfield
11/01/2012 12:00:00 AM,194105.78,298866.39,Litchfield
12/01/2012 12:00:00 AM,197858.89,297674.16,Litchfield
01/01/2013 12:00:00 AM,198814.71,243626.23,Litchfield
02/01/2013 12:00:00 AM,188411.61,254946.40,Litchfield
03/01/2013 12:00:00 AM,189567.51,263487.05,Litchfield
04/01/2013 12:00:00 AM,199392.66,251312.10,Litchfield
05/01/2013 12:00:00 AM,219620.90,298468.81,Litchfield
06/01/2013 12:00:00 AM,217829.25,338160.31,Litchfield
07/01/2013 12:00:00 AM,228001.17,366271.53,Litchfield
08/01/2013 12:00:00 AM,247073.51,336403.11,Litchfield
09/01/2013 12:00:00 AM,219042.95,310715.69,Litchfield
10/01/2013 12:00:00 AM,195347.01,284859.79,Litchfield
11/01/2013 12:00:00 AM,213841.40,310185.88,Litchfield
12/01/2013 12:00:00 AM,204016.25,300553.31,Litchfield
01/01/2014 12:00:00 AM,183823.75,254087.38,Litchfield
02/01/2014 12:00:00 AM,179728.66,251462.56,Litchfield
03/01/2014 12:00:00 AM,210441.79,300872.87,Litchfield
04/01/2014 12:00:00 AM,182003.71,244480.42,Litchfield
05/01/2014 12:00:00 AM,214309.37,297894.74,Litchfield
06/01/2014 12:00:00 AM,235751.68,306247.14,Litchfield
07/01/2014 12:00:00 AM,202479.13,288215.90,Litchfield
08/01/2014 12:00:00 AM,216129.40,264800.03,Litchfield
09/01/2014 12:00:00 AM,213854.36,314917.10,Litchfield
10/01/2014 12:00:00 AM,199066.56,293374.71,Litchfield
11/01/2014 12:00:00 AM,195085.23,297603.69,Litchfield
12/01/2014 12:00:00 AM,200204.08,332991.05,Litchfield
01/01/2015 12:00:00 AM,173830.47,227905.77,Litchfield
02/01/2015 12:00:00 AM,161276.05,308517.50,Litchfield
03/01/2015 12:00:00 AM,188032.31,299833.52,Litchfield
04/01/2015 12:00:00 AM,182919.65,267927.36,Litchfield
05/01/2015 12:00:00 AM,223820.94,292904.71,Litchfield
06/01/2015 12:00:00 AM,212033.41,335500.47,Litchfield
07/01/2015 12:00:00 AM,220412.50,267587.42,Litchfield
08/01/2015 12:00:00 AM,198768.90,265351.64,Litchfield
09/01/2015 12:00:00 AM,204449.63,278860.56,Litchfield
10/01/2015 12:00:00 AM,198825.70,254830.73,Litchfield
11/01/2015 12:00:00 AM,194849.19,336182.89,Litchfield
12/01/2015 12:00:00 AM,199961.85,296652.23,Litchfield
01/01/2016 12:00:00 AM,185062.03,278227.18,Litchfield
02/01/2016 12:00:00 AM,173337.88,216155.07,Litchfield
03/01/2016 12:00:00 AM,185118.12,242325.34,Litchfield
04/01/2016 12:00:00 AM,196337.40,260706.85,Litchfield
05/01/2016 12:00:00 AM,209800.54,321643.76,Litchfield
06/01/2016 12:00:00 AM,213166.32,290331.43,Litchfield
07/01/2016 12:00:00 AM,229434.28,307335.04,Litchfield
08/01/2016 12:00:00 AM,223263.67,295231.89,Litchfield
09/01/2016 12:00:00 AM,208678.61,274392.08,Litchfield
10/01/2016 12:00:00 AM,206995.72,275066.32,Litchfield
11/01/2016 12:00:00 AM,200264.15,282621.51,Litchfield
12/01/2016 12:00:00 AM,199142.22,274658.07,Litchfield
01/01/2017 12:00:00 AM,184539.40,317321.32,Litchfield
02/01/2017 12:00:00 AM,202663.81,255455.48,Litchfield
03/01/2017 12:00:00 AM,181244.05,252033.48,Litchfield
04/01/2017 12:00:00 AM,208156.05,326913.93,Litchfield
05/01/2017 12:00:00 AM,202726.97,264320.32,Litchfield
06/01/2017 12:00:00 AM,200466.91,257871.35,Litchfield
07/01/2017 12:00:00 AM,219689.76,270187.16,Litchfield
08/01/2017 12:00:00 AM,225072.16,281909.84,Litchfield
09/01/2017 12:00:00 AM,190031.65,232988.05,Litchfield
10/01/2017 12:00:00 AM,241548.89,322261.59,Litchfield
11/01/2017 12:00:00 AM,219689.76,271566.03,Litchfield
12/01/2017 12:00:00 AM,210902.17,255297.43,Litchfield
01/01/2018 12:00:00 AM,189001.13,223828.83,Litchfield
02/01/2018 12:00:00 AM,173023.17,249496.00,Litchfield
03/01/2018 12:00:00 AM,168841.01,212747.68,Litchfield
04/01/2018 12:00:00 AM,195703.30,236337.06,Litchfield
05/01/2018 12:00:00 AM,212056.59,278301.94,Litchfield
06/01/2018 12:00:00 AM,215220.02,318542.47,Litchfield
07/01/2018 12:00:00 AM,231090.75,281550.47,Litchfield
08/01/2018 12:00:00 AM,211815.31,258319.10,Litchfield
09/01/2018 12:00:00 AM,211252.33,249032.61,Litchfield
10/01/2018 12:00:00 AM,212324.68,282966.85,Litchfield
11/01/2018 12:00:00 AM,187660.70,258863.74,Litchfield
12/01/2018 12:00:00 AM,198598.64,271000.60,Litchfield
01/01/2019 12:00:00 AM,183741.32,287299.31,Litchfield
02/01/2019 12:00:00 AM,157989.09,200632.95,Litchfield
03/01/2019 12:00:00 AM,184320.61,242291.54,Litchfield
04/01/2019 12:00:00 AM,188533.65,345432.72,Litchfield
05/01/2019 12:00:00 AM,200119.52,257949.09,Litchfield
06/01/2019 12:00:00 AM,226451.03,274580.08,Litchfield
07/01/2019 12:00:00 AM,222346.48,275786.61,Litchfield
08/01/2019 12:00:00 AM,221184.73,264024.18,Litchfield
09/01/2019 12:00:00 AM,208545.60,264163.86,Litchfield
10/01/2019 12:00:00 AM,200119.52,276315.65,Litchfield
11/01/2019 12:00:00 AM,215918.43,282665.87,Litchfield
12/01/2019 12:00:00 AM,237773.59,281498.23,Litchfield
01/01/2020 12:00:00 AM,195571.53,277765.38,Litchfield
02/01/2020 12:00:00 AM,193490.99,244886.99,Litchfield
03/01/2020 12:00:00 AM,197652.08,276459.24,Litchfield
04/01/2020 12:00:00 AM,243424.14,360964.64,Litchfield
05/01/2020 12:00:00 AM,235362.02,315887.62,Litchfield
06/01/2020 12:00:00 AM,260068.53,396458.96,Litchfield
07/01/2020 12:00:00 AM,264511.02,330547.15,Litchfield
08/01/2020 12:00:00 AM,268286.69,374944.38,Litchfield
09/01/2020 12:00:00 AM,273071.96,380512.66,Litchfield
10/01/2020 12:00:00 AM,278533.39,377823.08,Litchfield
11/01/2020 12:00:00 AM,252266.47,356596.96,Litchfield
12/01/2020 12:00:00 AM,270471.27,369930.33,Litchfield
01/01/2021 12:00:00 AM,235000.00,364027.48,Litchfield
02/01/2021 12:00:00 AM,248000.00,315508.27,Litchfield
03/01/2021 12:00:00 AM,217300.00,310619.77,Litchfield
04/01/2021 12:00:00 AM,245000.00,308995.37,Litchfield
05/01/2021 12:00:00 AM,250000.00,401051.60,Litchfield
06/01/2021 12:00:00 AM,247000.00,343079.16,Litchfield
07/01/2021 12:00:00 AM,265000.00,347221.93,Litchfield
08/01/2021 12:00:00 AM,260000.00,337142.80,Litchfield
09/01/2021 12:00:00 AM,252043.50,352563.24,Litchfield
10/01/2021 12:00:00 AM,255000.00,312237.35,Litchfield
01/01/2001 12:00:00 AM,226616.22,255603.52,Middlesex
02/01/2001 12:00:00 AM,197721.50,242720.47,Middlesex
03/01/2001 12:00:00 AM,241828.60,247683.62,Middlesex
04/01/2001 12:00:00 AM,228140.19,256499.82,Middlesex
05/01/2001 12:00:00 AM,227988.10,252791.58,Middlesex
06/01/2001 12:00:00 AM,237265.80,276325.17,Middlesex
07/01/2001 12:00:00 AM,228140.19,256759.13,Middlesex
08/01/2001 12:00:00 AM,236505.33,269457.42,Middlesex
09/01/2001 12:00:00 AM,258558.89,298145.11,Middlesex
10/01/2001 12:00:00 AM,228140.19,260843.49,Middlesex
11/01/2001 12:00:00 AM,238786.74,299432.95,Middlesex
12/01/2001 12:00:00 AM,228140.19,287739.37,Middlesex
01/01/2002 12:00:00 AM,232042.24,249198.52,Middlesex
02/01/2002 12:00:00 AM,221188.65,267198.38,Middlesex
03/01/2002 12:00:00 AM,253000.89,314714.35,Middlesex
04/01/2002 12:00:00 AM,220065.87,262751.43,Middlesex
05/01/2002 12:00:00 AM,247012.71,278601.61,Middlesex
06/01/2002 12:00:00 AM,254497.94,295483.28,Middlesex
07/01/2002 12:00:00 AM,258240.56,308018.33,Middlesex
08/01/2002 12:00:00 AM,267222.84,341541.02,Middlesex
09/01/2002 12:00:00 AM,291175.58,349402.87,Middlesex
10/01/2002 12:00:00 AM,267971.36,317780.12,Middlesex
11/01/2002 12:00:00 AM,243270.09,278334.25,Middlesex
12/01/2002 12:00:00 AM,276953.64,331269.79,Middlesex
01/01/2003 12:00:00 AM,219512.61,271115.57,Middlesex
02/01/2003 12:00:00 AM,226829.70,271146.72,Middlesex
03/01/2003 12:00:00 AM,276439.55,293073.27,Middlesex
04/01/2003 12:00:00 AM,279659.06,321012.37,Middlesex
05/01/2003 12:00:00 AM,263268.79,325840.52,Middlesex
06/01/2003 12:00:00 AM,300000.57,359285.08,Middlesex
07/01/2003 12:00:00 AM,280976.14,330819.98,Middlesex
08/01/2003 12:00:00 AM,307317.65,349694.04,Middlesex
09/01/2003 12:00:00 AM,285366.39,331959.67,Middlesex
10/01/2003 12:00:00 AM,292683.48,359394.29,Middlesex
11/01/2003 12:00:00 AM,285366.39,345173.15,Middlesex
12/01/2003 12:00:00 AM,291529.57,320473.67,Middlesex
01/01/2004 12:00:00 AM,267974.07,354596.35,Middlesex
02/01/2004 12:00:00 AM,263697.89,386780.18,Middlesex
03/01/2004 12:00:00 AM,301399.56,330297.70,Middlesex
04/01/2004 12:00:00 AM,315368.42,357720.24,Middlesex
05/01/2004 12:00:00 AM,330691.40,373515.92,Middlesex
06/01/2004 12:00:00 AM,323564.43,377973.15,Middlesex
07/01/2004 12:00:00 AM,349078.98,413739.41,Middlesex
08/01/2004 12:00:00 AM,338531.07,403454.95,Middlesex
09/01/2004 12:00:00 AM,329622.36,383835.65,Middlesex
10/01/2004 12:00:00 AM,320713.64,376646.10,Middlesex
11/01/2004 12:00:00 AM,346370.74,387111.78,Middlesex
12/01/2004 12:00:00 AM,299332.73,370042.42,Middlesex
01/01/2005 12:00:00 AM,313580.02,360178.43,Middlesex
02/01/2005 12:00:00 AM,321302.31,332326.58,Middlesex
03/01/2005 12:00:00 AM,284414.60,327368.25,Middlesex
04/01/2005 12:00:00 AM,307512.51,338633.93,Middlesex
05/01/2005 12:00:00 AM,328886.70,378700.76,Middlesex
06/01/2005 12:00:00 AM,361065.19,404005.72,Middlesex
07/01/2005 12:00:00 AM,352329.35,395411.18,Middlesex
08/01/2005 12:00:00 AM,351639.86,393912.06,Middlesex
09/01/2005 12:00:00 AM,362326.96,413289.90,Middlesex
10/01/2005 12:00:00 AM,344744.96,402827.96,Middlesex
11/01/2005 12:00:00 AM,336126.34,383346.78,Middlesex
12/01/2005 12:00:00 AM,358534.76,415247.66,Middlesex
01/01/2006 12:00:00 AM,333850.12,378870.56,Middlesex
02/01/2006 12:00:00 AM,340663.38,388007.85,Middlesex
03/01/2006 12:00:00 AM,331311.84,380652.86,Middlesex
04/01/2006 12:00:00 AM,333983.71,378272.59,Middlesex
05/01/2006 12:00:00 AM,320624.36,375796.31,Middlesex
06/01/2006 12:00:00 AM,347343.06,416109.49,Middlesex
07/01/2006 12:00:00 AM,368050.05,435906.87,Middlesex
08/01/2006 12:00:00 AM,313944.69,355640.27,Middlesex
09/01/2006 12:00:00 AM,373928.16,442575.41,Middlesex
10/01/2006 12:00:00 AM,339327.45,401022.40,Middlesex
11/01/2006 12:00:00 AM,371991.06,396079.88,Middlesex
12/01/2006 12:00:00 AM,360034.44,421444.30,Middlesex
01/01/2007 12:00:00 AM,325313.39,380863.36,Middlesex
02/01/2007 12:00:00 AM,324664.06,407666.73,Middlesex
03/01/2007 12:00:00 AM,318170.78,381258.48,Middlesex
04/01/2007 12:00:00 AM,358429.13,394563.83,Middlesex
05/01/2007 12:00:00 AM,315248.81,405034.26,Middlesex
06/01/2007 12:00:00 AM,376610.32,433854.05,Middlesex
07/01/2007 12:00:00 AM,324664.06,384209.86,Middlesex
08/01/2007 12:00:00 AM,374013.00,450567.90,Middlesex
09/01/2007 12:00:00 AM,316872.13,390001.63,Middlesex
10/01/2007 12:00:00 AM,357130.47,383468.77,Middlesex
11/01/2007 12:00:00 AM,320768.10,381181.46,Middlesex
12/01/2007 12:00:00 AM,342520.59,390431.73,Middlesex
01/01/2008 12:00:00 AM,312733.43,365421.11,Middlesex
02/01/2008 12:00:00 AM,286151.09,322563.20,Middlesex
03/01/2008 12:00:00 AM,325242.77,349940.28,Middlesex
04/01/2008 12:00:00 AM,331497.44,391552.38,Middlesex
05/01/2008 12:00:00 AM,293969.42,372414.33,Middlesex
06/01/2008 12:00:00 AM,319926.30,338162.25,Middlesex
07/01/2008 12:00:00 AM,317612.07,360922.70,Middlesex
08/01/2008 12:00:00 AM,322740.90,361093.74,Middlesex
09/01/2008 12:00:00 AM,306478.76,415739.24,Middlesex
10/01/2008 12:00:00 AM,310231.56,358552.00,Middlesex
11/01/2008 12:00:00 AM,287276.93,322235.12,Middlesex
12/01/2008 12:00:00 AM,275205.42,330337.67,Middlesex
01/01/2009 12:00:00 AM,247790.68,279410.35,Middlesex
02/01/2009 12:00:00 AM,267305.22,299818.62,Middlesex
03/01/2009 12:00:00 AM,263540.35,278850.02,Middlesex
04/01/2009 12:00:00 AM,291776.82,324619.77,Middlesex
05/01/2009 12:00:00 AM,276717.37,314974.89,Middlesex
06/01/2009 12:00:00 AM,295039.70,401315.96,Middlesex
07/01/2009 12:00:00 AM,298051.59,338057.15,Middlesex
08/01/2009 12:00:00 AM,291776.82,350749.78,Middlesex
09/01/2009 12:00:00 AM,282364.66,348322.77,Middlesex
10/01/2009 12:00:00 AM,276089.89,337325.78,Middlesex
11/01/2009 12:00:00 AM,292404.30,341048.15,Middlesex
12/01/2009 12:00:00 AM,288639.43,379696.76,Middlesex
01/01/2010 12:00:00 AM,268557.38,307310.16,Middlesex
02/01/2010 12:00:00 AM,308069.27,363935.02,Middlesex
03/01/2010 12:00:00 AM,271644.25,313897.04,Middlesex
04/01/2010 12:00:00 AM,259235.04,309338.83,Middlesex
05/01/2010 12:00:00 AM,283065.65,338019.08,Middlesex
06/01/2010 12:00:00 AM,291400.19,317406.77,Middlesex
07/01/2010 12:00:00 AM,283991.71,334397.61,Middlesex
08/01/2010 12:00:00 AM,296339.18,317919.25,Middlesex
09/01/2010 12:00:00 AM,277817.98,350679.90,Middlesex
10/01/2010 12:00:00 AM,253123.05,289669.97,Middlesex
11/01/2010 12:00:00 AM,311156.14,373095.74,Middlesex
12/01/2010 12:00:00 AM,290165.45,333899.49,Middlesex
01/01/2011 12:00:00 AM,263375.18,346562.43,Middlesex
02/01/2011 12:00:00 AM,287318.38,373437.77,Middlesex
03/01/2011 12:00:00 AM,305275.78,339216.06,Middlesex
04/01/2011 12:00:00 AM,257987.96,333285.61,Middlesex
05/01/2011 12:00:00 AM,313655.90,369109.44,Middlesex
06/01/2011 12:00:00 AM,329218.98,416695.56,Middlesex
07/01/2011 12:00:00 AM,296895.66,342121.84,Middlesex
08/01/2011 12:00:00 AM,267864.53,296285.14,Middlesex
09/01/2011 12:00:00 AM,284265.62,314433.07,Middlesex
10/01/2011 12:00:00 AM,257389.38,298117.71,Middlesex
