"CountryCode","SeriesCode","DESCRIPTION",
"PRI","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"PRI","SP.DYN.TFRT.IN","Data source: U.S. Census Bureau, United Nations World Population Prospects",
"PRI","SP.DYN.LE00.MA.IN","Data source: U.S. Census Bureau, United Nations World Population Prospects",
"PRI","SP.DYN.LE00.FE.IN","Data source: U.S. Census Bureau, United Nations World Population Prospects",
"PRI","SP.DYN.CDRT.IN","Data source: U.S. Census Bureau, Centers for Disease Control and Prevention",
"PRI","SP.DYN.CBRT.IN","Data source: U.S. Census Bureau, Centers for Disease Control and Prevention",
"PRI","SP.POP.GROW","Data source: U.S. Census Bureau, 1990 Census",
"PRI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PRI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PRK","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PRK","SP.POP.GROW","Data source: United Nations World Population Prospects",
"PRK","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PRK","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PRT","SP.POP.TOTL","Data source: Eurostat",
"PRT","SP.DYN.CBRT.IN","Data source: Eurostat",
"PRT","SP.DYN.CDRT.IN","Data source: Eurostat",
"PRT","SP.POP.GROW","Data source: Eurostat",
"PRT","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"PRT","SH.MMR.WAGE.ZS","Paid parental leave is available",
"PRT","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PRT","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"PRT","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"PRT","SP.DYN.LE00.MA.IN","Data source: Eurostat, Instituto Nacional de Estatística",
"PRT","SP.DYN.TFRT.IN","Data source: Eurostat, Instituto Nacional de Estatística",
"PRT","SP.DYN.LE00.FE.IN","Data source: Eurostat, Instituto Nacional de Estatística",
"PRY","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PRY","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PRY","SP.POP.GROW","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PRY","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PRY","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"PSE","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects (for State of Palestine). Including East Jerusalem.",
"PSE","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects (for State of Palestine). Including East Jerusalem.",
"PSE","SP.POP.TOTL","Data source: World Bank estimates based on data from Palestinian Central Bureau of Statistics, excluding E. Jerusalem.",
"PSE","SP.POP.GROW","Data source: World Bank estimates based on data from Palestinian Central Bureau of Statistics, excluding E. Jerusalem.",
"PSE","SP.DYN.TFRT.IN","Data source and note: United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.LE00.FE.IN","Data source and note: United Nations World Population Prospects (for State of Palestine)",
"PSE","SM.POP.NETM","Data source and note: United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.LE00.MA.IN","Data source and note: United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.CDRT.IN","Data source and note: Palestinian Central Bureau of Statistics, United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.CBRT.IN","Data source and note: Palestinian Central Bureau of Statistics, United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.POP.AG10.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG23.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG05.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG13.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG09.FE.IN","Including East Jerusalem.",
"PSE","SP.ADO.TFRT","Including East Jerusalem.",
"PSE","SP.POP.AG17.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG06.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG17.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG03.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG24.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG06.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG15.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG25.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG20.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.BRTH.MF","Including East Jerusalem.",
"PSE","SP.POP.AG04.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG14.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG11.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG21.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG08.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG04.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG00.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG19.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG03.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG15.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG00.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG13.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG16.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG01.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG21.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG02.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG25.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG09.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG11.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG23.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG22.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG01.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG20.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG14.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG22.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG12.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG08.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG05.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG18.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG19.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG07.FE.IN","Including East Jerusalem.",
"PSE","SP.DYN.TO65.FE.ZS","Including East Jerusalem.",
"PSE","SP.POP.AG16.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG18.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG02.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG24.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG07.MA.IN","Including East Jerusalem.",
"PSE","SP.DYN.TO65.MA.ZS","Including East Jerusalem.",
"PSE","SP.POP.AG10.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG12.FE.IN","Including East Jerusalem.",
"PSE","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"PYF","SM.POP.NETM","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"PYF","SP.POP.GROW","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"PYF","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"PYF","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"QAT","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"QAT","SP.POP.GROW","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"QAT","SM.POP.NETM","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"QAT","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"ROU","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"ROU","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"ROU","SM.POP.NETM","Data source: United Nations World Population Prospects",
"ROU","SP.POP.GROW","Data source: Eurostat",
"ROU","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ROU","SP.DYN.TFRT.IN","Data source: Eurostat, National Institute of Statistics",
"ROU","SP.DYN.LE00.FE.IN","Data source: Eurostat, Uninted Nations World Population Prospects, National Institute of Statistics",
"ROU","SP.DYN.LE00.MA.IN","Data source: Eurostat, Uninted Nations World Population Prospects, National Institute of Statistics",
"ROU","SP.POP.TOTL","Data source: Eurostat",
"ROU","SP.DYN.CBRT.IN","Data source: Eurostat",
"ROU","SP.DYN.CDRT.IN","Data source: Eurostat",
"RUS","SP.DYN.LE00.MA.IN","Data source: Eurostat, Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","SP.DYN.LE00.FE.IN","Data source: Eurostat, Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","SP.POP.TOTL","Data source: Russian Federation Federal State Statistics Service, 1979 Census, 1989 Census",
"RUS","SP.DYN.CDRT.IN","Data source: Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","SP.DYN.CBRT.IN","Data source: Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","SP.DYN.TFRT.IN","Data source: Eurostat, Russian Federation Federal State Statistics Service",
"RUS","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"RUS","SP.POP.GROW","Data source: Russian Federation Federal State Statistics Service, 1979 Census, 1989 Census",
"RUS","SM.POP.NETM","Data source: United Nations World Population Prospects",
"RUS","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"RUS","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"RWA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"RWA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"RWA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"RWA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"RWA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SAS","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"SAS","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset.",
"SAS","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset.",
"SAU","SP.POP.GROW","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SAU","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SAU","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SAU","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SDN","SH.STA.MALR","Data up to 2008 are for both Sudan and South Sudan. Data after 2009 exclude South Sudan.",
"SDN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.POP.TOTL","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.POP.GROW","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SDN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SEN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"SEN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SEN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SEN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SEN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SEN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SEN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SEN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SEN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SEN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SEN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SGP","SP.POP.TOTL","Data source: Department of Statistics Singapore",
"SGP","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SGP","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SGP","SP.DYN.TFRT.IN","Data source: Department of Statistics Singapore",
"SGP","SP.DYN.CDRT.IN","Data source: Department of Statistics Singapore",
"SGP","SP.DYN.CBRT.IN","Data source: Department of Statistics Singapore",
"SGP","SP.POP.GROW","Data source: Department of Statistics Singapore",
"SGP","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SGP","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SGP","SP.DYN.LE00.MA.IN","Data source: Department of Statistics Singapore, United Nations World Population Prospects",
"SGP","SP.DYN.LE00.FE.IN","Data source: Department of Statistics Singapore, United Nations World Population Prospects",
"SLB","SP.POP.GROW","Data source: United Nations World Population Prospects",
"SLB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SLB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SLB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SLB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SLB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SLB","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SLB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SLB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SLB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SLB","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SLE","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SLE","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SLE","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SLE","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SLE","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SLE","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SLE","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SLE","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SLE","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SLE","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SLE","SP.POP.GROW","Data source: United Nations World Population Prospects",
"SLV","SP.POP.GROW","Data source: United Nations World Population Prospects",
"SLV","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SLV","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SLV","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SLV","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SLV","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SLV","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SLV","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SLV","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SLV","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SLV","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SMR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SMR","SP.DYN.CDRT.IN","Data source: Eurostat",
"SMR","SP.DYN.LE00.FE.IN","Data source: Eurostat",
"SMR","SP.DYN.CBRT.IN","Data source: Eurostat",
"SMR","SP.DYN.LE00.MA.IN","Data source: Eurostat",
"SMR","SP.DYN.TFRT.IN","Data source: Eurostat",
"SMR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SMR","SP.POP.GROW","Data source: United Nations World Population Prospects",
"SOM","SP.POP.GROW","Data source: United Nations World Population Prospects",
"SOM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SOM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SOM","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SOM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SOM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SOM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SOM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SOM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SOM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SOM","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"SRB","SP.POP.1564.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.0014.TO","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.0014.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.0014.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.65UP.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.1564.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.65UP.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.65UP.TO","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.DYN.CBRT.IN","Data source: Eurostat",
"SRB","SP.DYN.CDRT.IN","Data source: Eurostat",
"SRB","SM.POP.NETM","Data source and note: United Nations World Population Prospects. Including Kosovo.",
"SRB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Including Kosovo.",
"SRB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Including Kosovo.",
"SRB","SP.DYN.LE00.MA.IN","Data source: Eurostat, Council of Europe, INED, Statistical Oce of the Republic of Serbia",
"SRB","SP.DYN.TFRT.IN","Data source: Eurostat, Council of Europe, INED, Statistical Oce of the Republic of Serbia",
"SRB","SP.DYN.LE00.FE.IN","Data source: Eurostat, Council of Europe, INED, Statistical Oce of the Republic of Serbia",
"SRB","SP.POP.TOTL","Data source: Statistical Office of the Republic of Serbia, Eurostat, TransMONEE, Council of Europe. Note : Excluding Kosovo.",
"SRB","SP.POP.1564.TO.ZS","Including Kosovo.",
"SRB","SP.POP.0014.FE.ZS","Including Kosovo.",
"SRB","SP.POP.DPND.OL","Including Kosovo.",
"SRB","SP.POP.0014.TO.ZS","Including Kosovo.",
"SRB","SP.POP.1564.MA.ZS","Including Kosovo.",
"SRB","SP.POP.65UP.MA.ZS","Including Kosovo.",
"SRB","SP.POP.DPND","Including Kosovo.",
"SRB","SP.POP.0014.MA.ZS","Including Kosovo.",
"SRB","SP.POP.DPND.YG","Including Kosovo.",
"SRB","SP.POP.65UP.FE.ZS","Including Kosovo.",
"SRB","SP.POP.1564.FE.ZS","Including Kosovo.",
"SRB","SP.POP.65UP.TO.ZS","Including Kosovo.",
"SRB","SP.POP.GROW","Data source: Statistical Office of the Republic of Serbia, Eurostat, TransMONEE, Council of Europe. Note: Excluding Kosovo.",
"SRB","SP.POP.AG11.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG02.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG05.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG22.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG02.MA.IN","Including Kosovo.",
"SRB","SP.POP.BRTH.MF","Including Kosovo.",
"SRB","SP.POP.AG20.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG25.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG15.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG03.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG09.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG12.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG03.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG23.FE.IN","Including Kosovo.",
"SRB","SP.DYN.TO65.MA.ZS","Including Kosovo.",
"SRB","SP.POP.AG01.FE.IN","Including Kosovo.",
"SRB","SP.DYN.TO65.FE.ZS","Including Kosovo.",
"SRB","SP.POP.AG25.FE.IN","Including Kosovo.",
"SRB","SP.ADO.TFRT","Including Kosovo.",
"SRB","SP.POP.AG16.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG09.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG13.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG08.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG14.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG06.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG16.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG24.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG10.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG04.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG18.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG00.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG22.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG21.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG01.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG13.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG07.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG19.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG08.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG14.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG17.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG21.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG19.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG24.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG12.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG23.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG10.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG11.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG18.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG20.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG06.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG07.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG04.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG05.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG17.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG00.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG15.MA.IN","Including Kosovo.",
"SRB","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"SSD","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"SSD","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"SSD","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"SSD","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"SSD","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"SSD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"SSD","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"SSD","SM.POP.NETM","Data source: United Nations World Population Prospects",
"SSD","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"SSD","SP.POP.GROW","Data source: United Nations World Population Prospects",
"SSD","SP.POP.TOTL","Data source: United Nations World Population Prospects",
